record_id,date,year,month,week_of_year,weekly_tourist_arrivals,mount_siguniang_search,hotel_at_mount_siguniang_search,where_is_mount_siguniang_search,mount_siguniang_weather_search,mount_siguniang_travel_guide_search,mount_siguniang_travel_search,mount_siguniang_travel_strategy_search,mount_siguniang_altitude_search,tickets_to_mount_siguniang_search,ctrip_avg_rating,ctrip_review_volume,qunar_avg_rating,qunar_review_volume,dianping_avg_rating,dianping_review_volume,max_temperature_c,min_temperature_c,tourism_revenue,avg_tourist_spending,accommodation_demand,transport_demand,hotel_capacity,transport_capacity,staff_available,attraction_capacity,resource_utilization_rate_pct,allocation_priority,management_decision
118,2016-04-30,2016,4,17,32501,17644,1153,3863,4721,868,680,3794,2999,1431,3.05,8,0.12,0,4.27,2,23.01,10.06,31053518.51,955.46,20877,26618,28319,28382,551,22508,100.0,Critical,Emergency Allocation
119,2016-05-01,2016,5,17,52915,23140,992,2595,8204,906,684,6412,1601,1423,4.12,6,0.72,1,3.33,9,21.56,11.43,47860680.64,904.48,33109,47437,8731,28468,627,21100,100.0,Critical,Emergency Allocation
120,2016-05-02,2016,5,18,39758,16661,457,2906,4758,1205,787,5569,3464,1048,1.9,4,0.82,0,3.79,8,25.35,5.15,35113384.19,883.18,25610,23798,26524,34605,788,23915,100.0,Critical,Emergency Allocation
121,2016-05-03,2016,5,18,37156,13881,827,4027,7667,677,875,4230,3092,1557,1.87,10,0.47,0,3.47,4,24.34,8.87,30782256.11,828.46,15167,24846,13762,11127,449,34831,100.0,Critical,Emergency Allocation
122,2016-05-04,2016,5,18,45521,18053,412,3584,7388,273,839,4461,1675,1725,3.42,5,0.45,0,3.61,8,22.58,10.42,33696817.83,740.25,17760,36677,16794,18011,744,30294,100.0,Critical,Emergency Allocation
123,2016-05-05,2016,5,18,43127,18157,1044,4265,5925,572,958,2536,2401,1054,3.48,6,0.27,1,4.73,5,21.45,10.47,26942139.31,624.72,27046,20310,9233,31468,611,55146,78.21,High,Peak-Demand Allocation
124,2016-05-06,2016,5,18,45370,22105,1252,4390,3656,1251,798,5706,3077,845,2.56,4,0.0,0,4.08,7,21.19,9.34,37364890.4,823.56,25168,23955,13116,19506,597,38678,100.0,Critical,Emergency Allocation
125,2016-05-07,2016,5,18,45101,20230,510,2005,6306,972,1201,4048,3285,1680,4.25,9,0.0,1,4.58,9,24.86,6.01,43315810.36,960.42,20806,27379,13334,19241,400,58388,77.24,High,Peak-Demand Allocation
126,2016-05-08,2016,5,18,30774,18514,667,3398,2374,717,845,6287,1372,658,2.27,11,0.89,1,4.43,5,21.61,8.99,20307663.23,659.9,14623,19750,18114,10805,319,48026,64.08,Medium,Increase Resources
127,2016-05-09,2016,5,19,35559,22344,605,2713,5202,865,463,4659,1891,971,4.19,6,0.0,0,3.79,6,26.0,6.35,32414478.4,911.57,22980,21044,19589,34513,492,38771,91.72,Critical,Emergency Allocation
128,2016-05-10,2016,5,19,28663,13018,723,2117,6573,748,669,4536,3150,1063,2.49,4,0.58,0,4.43,5,25.88,5.63,26589960.5,927.68,18637,21233,19910,33315,351,28315,100.0,Critical,Emergency Allocation
129,2016-05-11,2016,5,19,41875,14894,963,2456,7680,1113,1454,1792,1514,1021,2.17,4,0.0,0,4.03,6,23.91,11.43,25299100.42,604.16,27368,27801,25697,39072,504,32968,100.0,Critical,Emergency Allocation
130,2016-05-12,2016,5,19,37935,13844,720,2862,5821,952,454,5377,2810,1652,1.85,3,0.17,0,3.63,9,23.5,3.29,26239815.62,691.7,16543,33401,14828,39254,741,21249,100.0,Critical,Emergency Allocation
131,2016-05-13,2016,5,19,39488,15675,1024,2858,4979,733,852,5693,2346,1816,4.26,6,1.56,0,4.5,4,26.0,8.54,26516034.78,671.5,26104,34008,26628,38833,455,53670,73.58,High,Peak-Demand Allocation
132,2016-05-14,2016,5,19,39979,12173,1137,2582,4813,1148,1241,6796,2189,1750,3.34,6,0.64,0,3.81,10,26.0,10.27,29798154.2,745.35,28770,33819,27152,31309,779,30446,100.0,Critical,Emergency Allocation
133,2016-05-15,2016,5,19,48341,19165,1144,3077,5187,1235,472,3621,577,969,4.0,8,0.7,0,4.06,7,26.0,10.71,40227951.06,832.17,30136,42343,23505,26558,798,26917,100.0,Critical,Emergency Allocation
134,2016-05-16,2016,5,20,40616,16114,519,5158,7131,498,1088,5266,3128,1936,4.25,6,1.3,0,4.64,12,25.43,8.57,37197909.79,915.84,16029,35812,23657,35078,211,24386,100.0,Critical,Emergency Allocation
135,2016-05-17,2016,5,20,36878,11692,1217,1602,6615,501,1085,5449,1767,820,0.93,1,0.0,0,4.43,1,21.84,7.5,32844028.94,890.61,20716,23720,16710,32203,155,58582,62.95,Medium,Increase Resources
136,2016-05-18,2016,5,20,35712,13233,1236,4024,5922,1653,674,2914,1865,1427,1.51,10,0.4,0,3.72,12,26.0,10.73,31208077.39,873.88,25141,17170,24560,35227,214,58168,61.39,Medium,Increase Resources
137,2016-05-19,2016,5,20,37480,17832,1257,3031,7072,1028,319,3869,2665,1398,1.91,2,0.0,0,4.73,10,22.51,7.44,25729234.76,686.48,21325,32558,21303,15536,768,48355,77.51,High,Peak-Demand Allocation
138,2016-05-20,2016,5,20,40964,19614,775,2664,5914,1389,865,3007,2299,1924,1.52,3,0.0,0,3.39,7,22.21,10.5,29131349.37,711.15,24391,20260,24400,16597,562,17568,100.0,Critical,Emergency Allocation
139,2016-05-21,2016,5,20,49852,23614,605,1310,3486,1113,709,3111,2286,1514,1.55,6,0.95,0,4.62,7,20.93,10.5,39579126.34,793.93,24923,41241,26272,39961,160,44786,100.0,Critical,Emergency Allocation
140,2016-05-22,2016,5,20,53807,26767,537,3662,3865,957,684,4150,2166,1983,2.74,5,0.64,1,2.87,6,20.03,6.3,42545199.93,790.7,29334,48357,14919,9800,611,16757,100.0,Critical,Emergency Allocation
141,2016-05-23,2016,5,21,44142,17962,501,1778,6922,45,870,3683,1851,953,0.66,6,0.18,1,4.2,8,21.91,10.23,36524595.68,827.43,18872,34039,19226,33355,577,55009,80.25,High,Peak-Demand Allocation
142,2016-05-24,2016,5,21,27319,12990,809,3694,3340,361,722,4673,1793,1638,2.45,7,0.63,0,4.93,8,19.54,2.88,21301211.39,779.72,16175,20647,8563,14611,349,25518,100.0,Critical,Emergency Allocation
143,2016-05-25,2016,5,21,31860,8933,1039,4459,5101,1012,367,5616,2695,1745,3.76,3,0.95,0,5.0,3,19.93,8.64,21967795.78,689.51,22092,23438,19113,9714,537,39230,81.21,High,Peak-Demand Allocation
144,2016-05-26,2016,5,21,45871,17272,1164,1877,5555,463,687,5541,1533,1502,4.14,2,0.0,0,4.6,7,24.39,0.8,33773574.47,736.27,22526,28352,16678,24079,217,48521,94.54,Critical,Emergency Allocation
145,2016-05-27,2016,5,21,32594,13430,659,3948,3873,724,789,5809,1742,948,4.16,5,0.0,0,4.86,9,22.38,9.03,30354342.47,931.29,11978,24598,28715,36650,246,41994,77.62,High,Peak-Demand Allocation
146,2016-05-28,2016,5,21,37741,14760,780,2964,2704,1090,814,4207,2259,1163,1.86,2,0.99,0,2.98,5,22.07,11.43,32394637.48,858.34,24958,22485,21162,37109,480,49938,75.58,High,Peak-Demand Allocation
147,2016-05-29,2016,5,21,33611,14009,758,1150,3564,814,983,3808,2679,1517,0.11,7,0.23,0,3.35,10,16.83,6.07,31718615.63,943.7,20124,26232,26911,12133,182,47050,71.44,High,Peak-Demand Allocation
148,2016-05-30,2016,5,22,38950,15596,605,1894,2393,902,272,2710,1636,1568,2.28,5,0.0,0,3.84,6,26.0,6.05,26511094.94,680.64,26965,33393,6938,18711,567,19075,100.0,Critical,Emergency Allocation
149,2016-05-31,2016,5,22,45251,19756,985,3056,6723,1243,917,5581,1579,870,0.63,10,0.58,0,3.97,5,18.3,9.86,30546903.61,675.05,25429,26729,17492,17422,662,28408,100.0,Critical,Emergency Allocation
150,2016-06-01,2016,6,22,38402,16510,877,3233,6309,1273,607,5971,1964,792,2.06,7,2.08,0,3.38,5,19.58,4.68,30622154.39,797.41,17068,27917,27554,13001,642,23832,100.0,Critical,Emergency Allocation
151,2016-06-02,2016,6,22,40139,15340,811,1535,4197,728,729,6361,1500,1749,3.2,1,0.06,1,4.06,7,19.92,-2.31,27668710.55,689.32,14138,28848,14764,27468,222,57644,69.63,High,Peak-Demand Allocation
152,2016-06-03,2016,6,22,32997,12204,868,2893,3074,1189,875,4927,2068,1629,1.4,5,0.14,0,2.88,6,20.36,5.29,22899829.45,694.0,18068,27318,18464,27527,736,59411,55.54,Medium,Increase Resources
153,2016-06-04,2016,6,22,34175,9901,936,3553,7605,402,513,3730,467,1740,4.14,7,0.0,0,3.46,6,19.59,1.78,29317977.19,857.88,14840,26699,9632,27079,694,46865,72.92,High,Peak-Demand Allocation
154,2016-06-05,2016,6,22,42957,13993,929,3688,6268,813,592,2774,3266,1954,5.0,3,0.73,0,5.0,2,17.96,3.72,36817944.01,857.09,23339,22527,20646,27367,354,17997,100.0,Critical,Emergency Allocation
155,2016-06-06,2016,6,23,34600,15439,520,2475,4328,927,797,2367,2077,1277,5.0,3,0.26,1,4.99,3,16.88,0.83,18774617.42,542.62,15024,20778,25519,33214,403,45301,76.38,High,Peak-Demand Allocation
156,2016-06-07,2016,6,23,47807,21747,1002,3184,7552,687,538,1408,775,586,0.97,4,0.46,0,3.51,7,17.43,7.97,43679982.19,913.67,32723,38647,29824,30583,528,16327,100.0,Critical,Emergency Allocation
157,2016-06-08,2016,6,23,32165,15946,818,3710,5632,641,738,5866,1672,1781,5.0,5,0.0,2,4.51,9,11.92,4.8,26620825.18,827.63,21857,25933,6615,32959,209,46060,69.83,High,Peak-Demand Allocation
158,2016-06-09,2016,6,23,43140,18860,621,3509,5926,322,424,4870,2138,1139,3.32,5,0.0,0,4.71,5,22.22,2.15,29439636.59,682.42,29952,25592,18436,22861,763,31579,100.0,Critical,Emergency Allocation
159,2016-06-10,2016,6,23,31862,13602,804,3528,3447,696,923,7774,1990,1876,2.22,6,0.0,0,3.4,6,24.31,4.66,23598285.87,740.64,19234,19279,13989,28808,427,56601,56.29,Medium,Increase Resources
160,2016-06-11,2016,6,23,24338,11132,830,2852,2561,141,819,4061,1073,849,1.95,4,0.35,0,3.35,8,22.46,2.58,19301087.8,793.04,8848,20065,20751,30612,239,43318,56.18,Medium,Increase Resources
161,2016-06-12,2016,6,23,30991,11830,1032,2661,2433,652,481,4300,2986,1561,1.87,10,1.85,1,4.17,5,19.74,6.88,25027223.52,807.56,17682,18127,18337,22331,687,27597,100.0,Critical,Emergency Allocation
162,2016-06-13,2016,6,24,39503,12597,432,2958,8976,714,885,4729,2689,746,1.31,5,1.17,0,5.0,7,19.3,3.71,30751357.74,778.46,16836,31834,26765,16544,485,48569,81.33,High,Peak-Demand Allocation
163,2016-06-14,2016,6,24,42773,22513,1092,2063,3705,949,733,5055,1053,1755,2.19,3,0.01,0,4.92,5,18.02,6.12,32808067.95,767.03,15641,29239,28402,21164,214,26047,100.0,Critical,Emergency Allocation
164,2016-06-15,2016,6,24,40474,12116,723,3643,5280,271,427,3117,2267,534,3.24,5,0.0,0,4.45,4,17.69,0.2,35032703.05,865.56,24443,29504,23810,29125,265,27339,100.0,Critical,Emergency Allocation
165,2016-06-16,2016,6,24,31000,17852,570,1383,5957,796,783,4038,1319,1171,2.12,5,0.04,1,2.8,7,16.04,2.21,23855745.16,769.54,18342,18586,8388,23891,216,47116,65.8,High,Peak-Demand Allocation
166,2016-06-17,2016,6,24,19675,11683,557,2240,5060,871,785,5229,975,1092,2.91,5,0.71,0,4.89,3,15.12,4.38,13493759.44,685.83,10386,10540,18759,11643,375,38504,51.1,Medium,Increase Resources
167,2016-06-18,2016,6,24,31274,18030,422,2623,4787,659,275,6429,1296,870,3.54,6,0.0,0,3.38,7,10.91,1.77,28242936.18,903.08,17844,24352,21322,18959,164,57968,53.95,Medium,Increase Resources
168,2016-06-19,2016,6,24,31069,16042,211,3038,4713,818,85,2642,2522,1116,2.34,8,0.04,0,3.42,10,16.15,-5.43,19767636.07,636.25,16156,24165,17469,16129,407,44153,70.37,High,Peak-Demand Allocation
169,2016-06-20,2016,6,25,41773,14072,883,3183,5862,750,526,4278,1198,816,1.97,3,0.0,0,3.46,5,15.48,-0.04,37259379.27,891.95,21954,24171,16149,23536,618,46736,89.38,Critical,Emergency Allocation
170,2016-06-21,2016,6,25,33812,14402,1244,3875,3093,0,449,4094,2143,987,2.67,1,0.0,0,4.62,2,16.0,-2.35,20666994.15,611.23,17519,15258,25603,37270,451,19124,100.0,Critical,Emergency Allocation
171,2016-06-22,2016,6,25,24694,12178,231,2660,4138,322,747,3512,857,1156,3.61,7,0.0,0,3.42,4,16.77,3.65,15318154.05,620.32,14365,12989,15993,21254,446,23579,100.0,Critical,Emergency Allocation
172,2016-06-23,2016,6,25,27762,15955,414,1968,912,1390,456,5415,2430,748,2.14,6,0.55,0,5.0,10,15.8,1.91,22234367.41,800.89,17501,16525,24016,12901,557,35335,78.57,High,Peak-Demand Allocation
173,2016-06-24,2016,6,25,22656,12725,885,2440,1510,864,466,7288,1685,1040,2.93,7,0.67,0,3.04,7,15.47,2.51,18304652.17,807.94,14741,10378,28846,20665,764,35314,64.16,Medium,Increase Resources
174,2016-06-25,2016,6,25,25260,9952,658,2277,2493,418,993,4388,2206,1361,2.96,9,0.75,0,4.8,7,13.2,-2.89,18872607.25,747.13,9446,16530,22339,8765,662,56456,44.74,Medium,Increase Resources
175,2016-06-26,2016,6,25,37617,9692,899,2975,6332,751,867,2637,952,710,3.29,4,0.38,0,2.11,10,14.67,-3.24,30255078.21,804.29,18172,20052,20621,36483,347,32675,100.0,Critical,Emergency Allocation
176,2016-06-27,2016,6,26,29898,14693,632,1611,4271,866,251,1640,3473,1096,2.76,2,1.29,0,3.66,6,15.07,-4.69,24671392.5,825.19,16716,15783,6918,16725,277,53074,56.33,Medium,Increase Resources
177,2016-06-28,2016,6,26,45320,19539,494,2353,5983,1151,879,3639,3301,616,2.66,5,0.77,0,4.16,3,12.51,-2.18,24592972.21,542.65,18794,26875,24855,31750,791,33520,100.0,Critical,Emergency Allocation
178,2016-06-29,2016,6,26,33981,14495,588,3866,5386,470,923,5135,252,1695,2.08,4,1.3,1,4.95,7,13.06,-1.8,30037194.18,883.94,25475,22016,28947,31855,714,56964,59.65,Medium,Increase Resources
179,2016-06-30,2016,6,26,32793,13442,0,2624,5127,392,543,3378,2791,1200,1.9,4,1.3,0,3.65,4,8.92,0.95,35297522.02,1076.37,17093,18659,19521,22110,725,54587,60.07,Medium,Increase Resources
180,2016-07-01,2016,7,26,27390,14781,322,1561,2925,421,484,4048,1940,495,4.21,10,1.22,0,4.0,6,18.45,-2.81,24737600.03,903.16,18236,22890,22749,9927,128,45616,60.04,Medium,Increase Resources
181,2016-07-02,2016,7,26,37862,18274,903,2152,4725,390,150,6560,2175,1756,2.34,9,0.03,0,3.73,7,9.95,-4.95,24126833.25,637.23,27911,28803,25514,15961,477,32291,100.0,Critical,Emergency Allocation
182,2016-07-03,2016,7,26,31801,14394,966,945,5014,372,266,4571,2119,1157,0.82,6,0.0,0,3.65,4,14.76,0.15,24521508.49,771.09,19715,27021,18396,30903,436,48326,65.81,High,Peak-Demand Allocation
183,2016-07-04,2016,7,27,35318,12110,1022,2360,8483,644,533,3654,2478,655,4.28,2,1.02,0,4.09,8,14.28,-5.48,27852376.28,788.62,22358,19043,27824,11606,263,47183,74.85,High,Peak-Demand Allocation
184,2016-07-05,2016,7,27,34391,17343,747,3795,3864,426,449,1521,1335,1975,1.91,3,0.16,0,4.22,8,10.38,0.27,23912181.58,695.3,22221,29187,18508,28394,163,50932,67.52,High,Peak-Demand Allocation
185,2016-07-06,2016,7,27,33260,14894,0,1370,5771,546,473,4716,643,927,2.13,4,0.21,0,4.39,13,14.56,4.11,32394713.45,973.98,15997,23139,9833,19958,549,18166,100.0,Critical,Emergency Allocation
186,2016-07-07,2016,7,27,47682,18691,436,1126,4195,1217,623,4316,1261,337,2.02,4,0.52,0,3.67,6,13.2,-4.87,38718330.73,812.01,24257,35274,24021,15568,751,58639,81.31,High,Peak-Demand Allocation
187,2016-07-08,2016,7,27,35029,13880,980,1793,3120,221,931,4687,1154,1470,2.68,6,0.39,1,3.39,7,8.73,-10.93,28566469.06,815.51,16702,26118,18438,14708,649,42187,83.03,High,Peak-Demand Allocation
188,2016-07-09,2016,7,27,22310,8876,1059,3115,5915,668,406,1539,1751,1086,3.63,1,0.84,1,5.0,5,10.49,-3.45,16988736.77,761.49,9815,12380,8118,16295,383,57340,38.91,Low,Normal Allocation
189,2016-07-10,2016,7,27,25406,8296,981,3766,7720,148,402,3341,1716,1504,1.51,5,0.56,0,3.02,4,10.12,-3.1,15763646.43,620.47,13288,15481,26338,25367,385,48797,52.06,Medium,Increase Resources
190,2016-07-11,2016,7,28,38549,18786,529,2682,4753,864,498,4229,1330,1002,2.19,6,0.03,0,4.08,7,12.35,-4.61,31047085.78,805.39,19447,34559,24136,28996,341,54097,71.26,High,Peak-Demand Allocation
191,2016-07-12,2016,7,28,31943,18963,224,1193,3017,926,466,1127,1184,661,1.37,4,0.8,0,3.49,9,12.39,-2.15,21131561.38,661.54,22714,22912,22770,11767,757,33142,96.38,Critical,Emergency Allocation
192,2016-07-13,2016,7,28,28885,12226,574,2252,5054,225,892,3497,2197,457,3.29,7,0.17,0,4.34,4,9.1,-5.11,18242524.89,631.56,13299,18907,23798,22926,759,15949,100.0,Critical,Emergency Allocation
193,2016-07-14,2016,7,28,24041,11436,585,3776,4682,279,471,4898,883,617,1.12,2,0.9,0,3.21,5,11.65,-8.06,18446864.57,767.31,9907,10866,6893,24849,683,41192,58.36,Medium,Increase Resources
194,2016-07-15,2016,7,28,37830,17816,1015,1976,8135,751,711,2277,2239,641,3.81,9,0.0,0,4.26,5,9.47,-8.04,17550643.32,463.93,14277,23914,26589,35936,723,40487,93.44,Critical,Emergency Allocation
195,2016-07-16,2016,7,28,17491,8750,635,2344,5447,416,1076,4799,1620,267,2.59,5,0.9,0,4.29,2,10.5,-6.95,9544463.78,545.68,10243,12432,6514,19149,495,53747,32.54,Low,Normal Allocation
196,2016-07-17,2016,7,28,13524,9418,572,2414,2397,1002,884,3222,1228,598,2.68,3,0.43,0,2.0,3,10.98,-6.69,9689661.87,716.48,8745,8529,28713,17774,218,45122,29.97,Low,Normal Allocation
197,2016-07-18,2016,7,29,23059,14725,583,945,6338,80,458,3296,885,825,1.49,7,0.0,0,3.25,8,11.23,-7.55,18268299.5,792.24,16231,18634,22460,17986,485,53352,43.22,Medium,Increase Resources
198,2016-07-19,2016,7,29,33989,11017,670,3028,5406,872,391,4598,2671,770,1.8,2,0.38,0,3.95,4,7.98,-6.65,19827707.36,583.36,20188,15474,28202,10814,793,37014,91.83,Critical,Emergency Allocation
199,2016-07-20,2016,7,29,23443,12306,729,2890,5661,1273,279,2068,307,61,2.37,3,0.21,0,3.85,6,5.23,-9.88,20006108.83,853.39,11636,13140,17927,29460,515,58862,39.83,Low,Normal Allocation
200,2016-07-21,2016,7,29,25469,11677,346,945,4745,622,508,1124,1929,430,2.5,7,0.09,0,3.09,7,8.3,-1.93,19923970.15,782.28,9158,15109,13956,23904,422,44165,57.67,Medium,Increase Resources
201,2016-07-22,2016,7,29,31732,13356,248,1004,5726,256,134,2636,1490,800,3.43,8,0.0,0,2.41,6,8.71,-8.43,25649338.06,808.31,13172,26357,7646,8616,303,44370,71.52,High,Peak-Demand Allocation
202,2016-07-23,2016,7,29,27028,17027,923,1296,4671,202,970,3498,1383,586,3.97,4,0.19,0,2.74,4,3.25,-10.28,20095807.78,743.52,12579,13224,16935,15282,381,19456,100.0,Critical,Emergency Allocation
203,2016-07-24,2016,7,29,22471,12345,76,2742,3388,412,353,3502,602,1059,3.48,4,0.02,0,5.0,6,7.24,-6.87,14676210.16,653.12,8057,19722,26208,30814,639,52083,43.14,Medium,Increase Resources
204,2016-07-25,2016,7,30,27025,14209,989,1453,4055,700,478,3423,979,611,1.5,3,0.0,0,5.0,5,6.11,-9.38,17943636.45,663.96,17663,18624,6815,28642,364,55373,48.81,Medium,Increase Resources
205,2016-07-26,2016,7,30,14932,6220,0,2418,3572,0,525,1805,3289,791,4.46,3,0.13,0,3.78,7,5.85,-9.09,10129617.25,678.38,9292,11607,25010,23385,621,28252,52.85,Medium,Increase Resources
206,2016-07-27,2016,7,30,25144,11640,358,1908,4364,345,197,3606,2355,983,3.07,6,0.38,0,3.24,4,5.09,-7.67,18796244.37,747.54,16993,18466,14695,37402,210,31367,80.16,High,Peak-Demand Allocation
207,2016-07-28,2016,7,30,19525,8788,789,2108,3860,494,677,2708,2280,1210,2.15,6,1.05,0,3.15,2,8.55,-8.17,15996890.38,819.3,11749,10922,23105,13329,153,21711,89.93,Critical,Emergency Allocation
208,2016-07-29,2016,7,30,20860,7402,513,2455,3119,987,558,5128,2048,839,1.49,2,0.66,0,3.02,4,3.73,-12.27,14427742.33,691.65,7382,14312,10948,29570,584,23788,87.69,Critical,Emergency Allocation
209,2016-07-30,2016,7,30,16762,8524,140,2251,3328,1089,389,4144,1702,111,1.52,4,0.15,0,3.21,7,8.12,-7.15,11341953.58,676.65,7740,14718,24295,15670,140,19245,87.1,Critical,Emergency Allocation
210,2016-07-31,2016,7,30,18583,10358,624,1989,3617,386,530,3562,2580,1354,3.49,2,0.0,0,3.27,6,8.98,-9.58,14453711.67,777.79,7832,9567,16884,35384,562,25142,73.91,High,Peak-Demand Allocation
211,2016-08-01,2016,8,31,28006,14664,519,2270,912,40,424,2484,1650,1192,3.07,4,0.98,0,2.65,4,9.59,-11.0,18141841.61,647.78,14879,15257,14597,9103,475,16676,100.0,Critical,Emergency Allocation
212,2016-08-02,2016,8,31,19048,6747,436,2162,5406,472,435,2195,3248,377,1.81,6,0.7,0,3.65,4,6.63,-5.41,14293956.73,750.42,14027,10913,13459,24484,486,54887,34.7,Low,Normal Allocation
213,2016-08-03,2016,8,31,23604,11429,317,1786,4158,479,287,2363,2425,885,3.13,5,0.0,0,3.01,6,9.06,-8.42,16608179.3,703.62,17565,20566,27485,13628,520,51521,45.81,Medium,Increase Resources
214,2016-08-04,2016,8,31,12825,9560,478,1584,2401,828,457,3089,1727,400,1.64,2,0.4,0,4.26,3,4.87,-13.05,10594965.59,826.12,7212,9569,8707,17990,307,32710,39.21,Low,Normal Allocation
215,2016-08-05,2016,8,31,23553,10041,321,3536,4536,253,520,4118,1939,559,2.28,2,0.0,0,3.8,3,5.4,-11.92,15725112.07,667.65,11042,20902,26230,31912,770,56097,41.99,Medium,Increase Resources
216,2016-08-06,2016,8,31,33155,14631,1161,1548,2528,57,242,515,1397,1043,4.49,2,0.0,0,3.7,2,7.42,-11.97,24334583.26,733.96,20950,15476,11575,34167,454,34699,95.55,Critical,Emergency Allocation
217,2016-08-07,2016,8,31,27128,12939,408,3073,2499,394,483,1848,2739,832,1.27,5,0.08,0,3.62,4,5.34,-8.17,20728389.57,764.1,13146,14883,28719,21193,327,29424,92.2,Critical,Emergency Allocation
218,2016-08-08,2016,8,32,21485,15672,367,1316,4059,275,0,4444,985,878,2.49,3,0.68,0,4.54,3,3.14,-12.87,11256919.69,523.94,9784,12600,23165,9108,694,20047,100.0,Critical,Emergency Allocation
219,2016-08-09,2016,8,32,26314,10387,316,2574,5932,261,686,1694,1908,915,2.74,1,0.47,0,5.0,2,1.92,-12.8,21261122.52,807.98,12184,16623,20213,11235,568,54800,48.02,Medium,Increase Resources
220,2016-08-10,2016,8,32,19996,8429,961,3389,3832,81,140,1256,1498,1297,1.8,1,0.01,0,3.47,5,6.44,-14.34,15990505.13,799.69,14388,15682,12721,26901,420,34817,57.43,Medium,Increase Resources
221,2016-08-11,2016,8,32,19918,10019,1,1574,1904,0,26,4103,800,996,3.03,0,0.3,0,5.0,5,4.69,-9.42,9167079.8,460.24,7785,15303,11295,25991,681,57717,34.51,Low,Normal Allocation
222,2016-08-12,2016,8,32,26521,11589,557,1281,2640,589,292,3229,1701,734,0.0,3,0.24,0,3.22,7,4.17,-12.45,17720289.9,668.16,18855,20236,26707,24152,516,58337,45.46,Medium,Increase Resources
223,2016-08-13,2016,8,32,24994,11298,386,1471,4775,464,450,2785,252,584,2.39,3,0.0,0,2.79,2,5.3,-14.83,11701863.95,468.19,13553,13262,20771,24151,329,44764,55.84,Medium,Increase Resources
224,2016-08-14,2016,8,32,13167,6824,50,1808,3948,86,331,3345,2036,646,3.09,1,0.93,0,3.69,3,1.21,-17.3,10145267.52,770.51,6966,10357,8657,12653,622,58009,22.7,Low,Normal Allocation
225,2016-08-15,2016,8,33,20649,10877,216,2086,4921,650,572,1981,2521,574,1.35,2,0.35,0,4.76,6,4.6,-13.2,9550014.66,462.49,7418,14318,27538,21803,430,39979,51.65,Medium,Increase Resources
226,2016-08-16,2016,8,33,17429,11301,531,1767,3876,0,338,2436,953,734,3.33,6,0.4,0,4.63,3,3.23,-14.77,11411723.6,654.75,10267,9604,9006,20657,501,40097,43.47,Medium,Increase Resources
227,2016-08-17,2016,8,33,30228,19256,196,1432,4530,212,344,2502,1069,169,1.56,4,0.47,0,2.51,5,0.57,-13.7,27358838.27,905.08,15889,14205,17658,8187,605,54598,55.36,Medium,Increase Resources
228,2016-08-18,2016,8,33,36890,16958,508,3439,6741,426,356,1852,1188,698,2.8,3,0.09,0,4.17,3,1.85,-9.7,20355840.38,551.8,24950,17223,14245,14980,591,15037,100.0,Critical,Emergency Allocation
229,2016-08-19,2016,8,33,13489,7347,916,1596,912,734,759,1821,2090,1181,1.16,6,0.0,0,4.12,2,6.19,-8.85,7992521.92,592.52,6625,11298,29287,28724,414,45941,29.36,Low,Normal Allocation
230,2016-08-20,2016,8,33,18404,9273,476,1229,7401,148,290,980,2461,690,1.28,1,0.0,0,4.48,2,1.3,-15.9,12267062.66,666.54,8612,12089,25447,35266,785,30078,61.19,Medium,Increase Resources
231,2016-08-21,2016,8,33,10291,6220,18,2451,4730,732,932,1526,2287,651,1.25,2,0.17,0,3.13,4,3.21,-16.16,6590757.25,640.44,7141,5133,11386,20053,569,43726,23.54,Low,Normal Allocation
232,2016-08-22,2016,8,34,29117,8105,185,2454,7746,107,814,1597,2180,61,0.87,2,0.36,0,3.69,3,4.48,-13.51,15812858.34,543.08,17853,22409,26899,39086,658,46289,62.9,Medium,Increase Resources
